product_id,product_name,category,price,quantity_sold,rating,stock_level,supplier_id,season,sales
86,Kitchen Product 86,Kitchen,404.3,183,1.1,49,SP014,Winter,59189
87,Furniture Product 87,Furniture,138.35,132,2.7,57,SP033,Summer,14609
88,Furniture Product 88,Furniture,707.39,292,2,15,SP039,Summer,165246
89,Electronics Product 89,Electronics,651.26,457,3,17,SP007,Spring,238100
90,Home Decor Product 90,Home Decor,589.19,257,2.9,21,SP007,Fall,121137
91,Garden Product 91,Garden,680.14,92,4.4,8,SP049,Spring,50058
92,Sports Product 92,Sports,522.3,472,3.3,1,SP016,Spring,197220
93,Kitchen Product 93,Kitchen,771.55,424,4.3,77,SP045,Spring,261709
94,Home Appliances Product 94,Home Appliances,576.39,461,3.7,42,SP004,Winter,212572
95,Clothing Product 95,Clothing,1002.6,391,4,59,SP041,Spring,313613
96,Home Appliances Product 96,Home Appliances,188.46,254,4,97,SP042,Summer,38295
97,Garden Product 97,Garden,500.09,419,4.1,39,SP047,Summer,167630
98,Sports Product 98,Sports,708.56,107,3.3,47,SP033,Spring,60652
99,Toys Product 99,Toys,58.05,30,2.1,62,SP017,Spring,1393
100,Clothing Product 100,Clothing,394.85,410,4.8,28,SP026,Fall,129510
101,Home Decor Product 101,Home Decor,289.05,406,1.2,45,SP045,Fall,93883
102,Electronics Product 102,Electronics,779.56,174,2.2,65,SP021,Summer,108514
103,Garden Product 103,Garden,587.9,36,3.6,14,SP023,Fall,16931
104,Toys Product 104,Toys,743.57,377,3.8,33,SP050,Summer,224260
105,Books Product 105,Books,994.04,278,2.5,51,SP037,Fall,221074
106,Beauty Product 106,Beauty,212.73,222,4,94,SP035,Fall,37780
107,Toys Product 107,Toys,539.06,264,3.3,12,SP049,Fall,113849
108,Furniture Product 108,Furniture,703.73,8,4.6,10,SP023,Spring,4503
109,Toys Product 109,Toys,556.46,474,2.4,2,SP036,Spring,211009
110,Beauty Product 110,Beauty,703.89,332,2,57,SP027,Spring,186953
111,Clothing Product 111,Clothing,996.08,477,4.6,25,SP012,Fall,380104
112,Automotive Product 112,Automotive,598.9,351,3.3,20,SP026,Summer,168171
113,Furniture Product 113,Furniture,368.01,63,3,90,SP027,Fall,18547
114,Beauty Product 114,Beauty,27.95,467,3.1,56,SP026,Summer,10442
115,Sports Product 115,Sports,170.54,326,3.9,75,SP010,Winter,44476
116,Books Product 116,Books,735.45,71,3.8,34,SP024,Spring,41773
117,Home Decor Product 117,Home Decor,940.7,493,1.1,87,SP036,Summer,371012
118,Garden Product 118,Garden,618.25,320,2.8,67,SP025,Winter,158272
119,Furniture Product 119,Furniture,638,89,2.6,55,SP023,Summer,45425
120,Garden Product 120,Garden,222.53,422,4.4,24,SP033,Winter,75126
121,Beauty Product 121,Beauty,134.66,346,1.4,48,SP033,Fall,37273
122,Automotive Product 122,Automotive,502.43,286,2.5,17,SP017,Spring,114955
123,Automotive Product 123,Automotive,738.15,277,2.3,15,SP042,Spring,163574
124,Clothing Product 124,Clothing,809.69,206,4.3,67,SP021,Spring,133436
125,Books Product 125,Books,243.43,174,4,35,SP043,Spring,33885
126,Home Appliances Product 126,Home Appliances,57.51,498,3.6,20,SP039,Winter,22911
127,Beauty Product 127,Beauty,256.14,215,2.3,32,SP032,Summer,44056
128,Kitchen Product 128,Kitchen,359.85,494,2.8,25,SP025,Summer,142212
129,Electronics Product 129,Electronics,23.86,199,3.3,65,SP015,Winter,3798
130,Books Product 130,Books,740.33,443,4.7,80,SP018,Fall,262372
131,Books Product 131,Books,99.83,363,1.4,16,SP019,Fall,28990
132,Toys Product 132,Toys,17.95,269,1,13,SP029,Fall,3862
133,Beauty Product 133,Beauty,786.98,461,1.4,50,SP014,Spring,290238
134,Sports Product 134,Sports,503.86,232,4.7,44,SP001,Spring,93516
135,Home Decor Product 135,Home Decor,572.52,347,1.4,12,SP050,Summer,158931
136,Electronics Product 136,Electronics,63.21,488,4.9,4,SP029,Fall,24677
137,Clothing Product 137,Clothing,115.03,90,1.7,75,SP017,Winter,8282
138,Automotive Product 138,Automotive,572.95,370,1.3,73,SP024,Spring,169593
139,Clothing Product 139,Clothing,723.68,395,4.8,81,SP024,Summer,228682
140,Home Appliances Product 140,Home Appliances,430.06,442,4.7,78,SP025,Fall,152069
141,Beauty Product 141,Beauty,82.75,297,1.8,56,SP047,Winter,19661
142,Automotive Product 142,Automotive,207.12,347,2.1,92,SP040,Spring,57496
143,Books Product 143,Books,606.77,356,3.7,98,SP030,Spring,172808
144,Home Appliances Product 144,Home Appliances,653.63,114,2.5,75,SP041,Fall,59611
145,Home Decor Product 145,Home Decor,354.77,132,4.1,82,SP042,Winter,37463
146,Home Appliances Product 146,Home Appliances,622.49,477,4.2,28,SP020,Winter,237542
147,Electronics Product 147,Electronics,198.26,430,1.2,80,SP017,Summer,68201
148,Sports Product 148,Sports,246,216,3.9,5,SP001,Fall,42508
149,Home Decor Product 149,Home Decor,791.82,258,4.6,10,SP036,Summer,163431
150,Automotive Product 150,Automotive,595.45,235,2.6,5,SP043,Summer,111944
151,Beauty Product 151,Beauty,547.22,156,2.1,95,SP024,Winter,68293
152,Sports Product 152,Sports,260.44,390,3,7,SP042,Spring,81257
153,Electronics Product 153,Electronics,447.14,260,1.5,36,SP039,Summer,93005
154,Furniture Product 154,Furniture,434.69,472,3.6,11,SP039,Winter,164138
155,Automotive Product 155,Automotive,253.55,481,4.2,40,SP026,Spring,97566
156,Clothing Product 156,Clothing,191.71,428,3,34,SP045,Summer,65641
157,Sports Product 157,Sports,981.73,180,2.4,78,SP023,Fall,141369
158,Books Product 158,Books,629.79,72,4.4,46,SP002,Spring,36275
159,Home Decor Product 159,Home Decor,388.84,311,4.7,51,SP024,Winter,96743
160,Beauty Product 160,Beauty,354.85,284,3.8,45,SP038,Spring,80621
161,Sports Product 161,Sports,221.47,47,2.8,44,SP032,Winter,8327
162,Electronics Product 162,Electronics,382.12,475,3.5,19,SP012,Summer,145205
163,Furniture Product 163,Furniture,172.05,391,3.7,98,SP030,Winter,53817
164,Home Appliances Product 164,Home Appliances,180.51,353,4.9,31,SP005,Spring,50976
165,Electronics Product 165,Electronics,513.56,144,4.1,20,SP044,Spring,59162
166,Automotive Product 166,Automotive,146.91,453,1.6,49,SP015,Spring,53240
167,Garden Product 167,Garden,114.8,263,1.5,61,SP039,Winter,24153
168,Furniture Product 168,Furniture,114.77,296,4.9,54,SP022,Spring,27177
169,Home Appliances Product 169,Home Appliances,728.25,18,2.7,65,SP032,Fall,10486
170,Sports Product 170,Sports,218.65,42,1.8,54,SP044,Fall,7346
171,Toys Product 171,Toys,69.16,289,1.7,27,SP036,Summer,15989
172,Electronics Product 172,Electronics,549.18,338,2.2,56,SP021,Fall,148498
173,Kitchen Product 173,Kitchen,36.24,253,2.7,94,SP039,Spring,7334
174,Home Appliances Product 174,Home Appliances,474.08,87,3.1,56,SP007,Fall,32995
175,Electronics Product 175,Electronics,346.08,405,3.6,31,SP028,Spring,112129
176,Automotive Product 176,Automotive,874.56,377,4,7,SP036,Spring,263767
177,Garden Product 177,Garden,793.77,282,4.2,37,SP014,Summer,179074
178,Home Appliances Product 178,Home Appliances,806.93,91,4.5,0,SP014,Fall,58744
179,Books Product 179,Books,401.49,396,3.5,61,SP027,Fall,127192
180,Automotive Product 180,Automotive,628.51,86,1.1,29,SP028,Fall,43241
181,Clothing Product 181,Clothing,199.53,463,1.6,83,SP017,Summer,73905
182,Electronics Product 182,Electronics,794.31,438,4.5,42,SP029,Spring,278326
183,Beauty Product 183,Beauty,234.25,18,4.9,43,SP022,Summer,3373
184,Kitchen Product 184,Kitchen,156.19,448,2.3,28,SP030,Winter,55978
185,Home Decor Product 185,Home Decor,734.36,114,3.9,1,SP050,Summer,66973
186,Electronics Product 186,Electronics,499.23,261,4.6,0,SP049,Summer,104239
187,Garden Product 187,Garden,94.18,352,4.1,32,SP040,Winter,26521
188,Automotive Product 188,Automotive,42.75,466,3.8,31,SP029,Spring,15937
189,Kitchen Product 189,Kitchen,140.28,477,2.8,68,SP016,Summer,53530
190,Home Appliances Product 190,Home Appliances,592.78,305,4.2,81,SP043,Summer,144638
191,Garden Product 191,Garden,351.18,253,2.4,15,SP013,Fall,71078
192,Toys Product 192,Toys,11.32,339,2.5,48,SP030,Spring,3069
193,Automotive Product 193,Automotive,104.34,22,1.3,70,SP015,Spring,1836
194,Kitchen Product 194,Kitchen,320.16,1,1.2,1,SP042,Winter,256
195,Home Appliances Product 195,Home Appliances,773.94,28,3.7,97,SP041,Spring,17336
196,Clothing Product 196,Clothing,64.97,131,4.4,59,SP038,Spring,6808
197,Toys Product 197,Toys,153.53,358,2.3,59,SP044,Summer,43970
198,Electronics Product 198,Electronics,967.1,423,2.6,26,SP040,Summer,327266
199,Beauty Product 199,Beauty,625.58,458,2.6,70,SP005,Winter,229212
200,Home Appliances Product 200,Home Appliances,387.46,230,4.7,82,SP011,Summer,71292
201,Automotive Product 201,Automotive,832.45,327,2.8,24,SP043,Summer,217768
202,Home Decor Product 202,Home Decor,521.79,349,1.3,7,SP007,Summer,145683
203,Clothing Product 203,Clothing,441.87,322,1.2,49,SP037,Spring,113825
204,Automotive Product 204,Automotive,613.44,307,1.7,61,SP001,Spring,150660
205,Sports Product 205,Sports,86.32,5,2.9,48,SP027,Summer,345
206,Garden Product 206,Garden,857.56,72,2.6,92,SP012,Winter,49395
207,Books Product 207,Books,192.38,244,2.7,45,SP019,Winter,37552
208,Home Appliances Product 208,Home Appliances,321.03,33,3.2,89,SP040,Spring,8475
209,Clothing Product 209,Clothing,180.81,477,2.6,15,SP049,Fall,68997
210,Sports Product 210,Sports,935.94,293,4.6,92,SP024,Summer,219384
211,Electronics Product 211,Electronics,428.39,278,4.4,3,SP011,Winter,95273
212,Books Product 212,Books,10.03,379,4.5,77,SP050,Winter,3041
213,Electronics Product 213,Electronics,278.72,152,2.9,45,SP019,Spring,33892
214,Books Product 214,Books,836,176,5,74,SP040,Summer,117708
215,Furniture Product 215,Furniture,27.33,465,3.7,80,SP039,Summer,10166
216,Automotive Product 216,Automotive,271.73,165,4.1,23,SP023,Fall,35868
217,Toys Product 217,Toys,589.95,116,3.8,74,SP039,Spring,54747
218,Kitchen Product 218,Kitchen,416.05,492,4.5,7,SP032,Fall,163757
219,Electronics Product 219,Electronics,104.19,424,3.8,83,SP019,Spring,35341
220,Furniture Product 220,Furniture,799.82,107,3.1,55,SP035,Summer,68464
221,Furniture Product 221,Furniture,133.42,32,4.2,13,SP020,Spring,3415
222,Garden Product 222,Garden,978.43,189,4.9,26,SP047,Spring,147938
223,Beauty Product 223,Beauty,938.16,126,2.8,22,SP042,Spring,94566
224,Beauty Product 224,Beauty,157.5,345,4.9,68,SP034,Fall,43470
225,Electronics Product 225,Electronics,862.28,438,3,52,SP009,Fall,302142
226,Beauty Product 226,Beauty,339.15,122,4.5,59,SP042,Fall,33101
227,Sports Product 227,Sports,542.22,264,3.5,79,SP010,Fall,114516
228,Toys Product 228,Toys,932.41,81,2.1,86,SP037,Fall,60420
229,Furniture Product 229,Furniture,423.39,255,4.6,85,SP005,Fall,86371
230,Electronics Product 230,Electronics,51.44,222,1.1,98,SP007,Spring,9135
231,Garden Product 231,Garden,658.7,317,1.6,93,SP032,Fall,167046
232,Toys Product 232,Toys,909.62,252,3.6,51,SP034,Winter,183379
233,Toys Product 233,Toys,909.81,296,1.8,2,SP049,Summer,215443
234,Automotive Product 234,Automotive,25.38,286,3.8,92,SP023,Spring,5806
235,Toys Product 235,Toys,599.76,96,3.2,14,SP025,Winter,46061
236,Home Appliances Product 236,Home Appliances,1001.79,11,3.2,66,SP021,Spring,8815
237,Books Product 237,Books,905.11,325,2.6,15,SP034,Fall,235328
238,Home Decor Product 238,Home Decor,363.61,425,1.7,76,SP026,Winter,123627
239,Kitchen Product 239,Kitchen,15.07,357,2.7,79,SP045,Summer,4303
240,Kitchen Product 240,Kitchen,165.72,408,2.6,53,SP043,Spring,54091
241,Sports Product 241,Sports,541.53,350,3.7,12,SP006,Fall,151628
242,Furniture Product 242,Furniture,749.85,433,5,24,SP048,Winter,259748
243,Furniture Product 243,Furniture,499.65,139,1.4,76,SP002,Summer,55561
244,Home Decor Product 244,Home Decor,281.17,295,2.1,85,SP034,Spring,66356
245,Beauty Product 245,Beauty,315.31,97,4.7,2,SP040,Spring,24468
246,Home Decor Product 246,Home Decor,92.42,415,4.5,67,SP026,Fall,30683
247,Garden Product 247,Garden,63.54,179,1.2,89,SP024,Winter,9098
248,Garden Product 248,Garden,672.73,41,4.5,60,SP032,Spring,22065
249,Kitchen Product 249,Kitchen,395.26,127,4.2,18,SP035,Spring,40158
250,Clothing Product 250,Clothing,710.29,390,3.9,88,SP024,Winter,221610
251,Home Appliances Product 251,Home Appliances,199.49,123,4.5,51,SP025,Spring,19629
252,Toys Product 252,Toys,48.79,101,4.8,47,SP049,Spring,3942
253,Home Appliances Product 253,Home Appliances,983.65,457,3.3,29,SP029,Summer,359622
254,Electronics Product 254,Electronics,842.07,481,2,89,SP018,Fall,324028
255,Sports Product 255,Sports,634.41,302,4.9,10,SP021,Spring,153273
256,Electronics Product 256,Electronics,740.62,1,2.2,87,SP049,Fall,592
257,Books Product 257,Books,409.24,35,1.8,46,SP044,Spring,11458
258,Electronics Product 258,Electronics,310.19,37,4.1,66,SP011,Spring,9181
259,Beauty Product 259,Beauty,636.36,128,3.7,39,SP032,Winter,65163
260,Electronics Product 260,Electronics,785.78,446,2.5,13,SP049,Spring,280366
261,Kitchen Product 261,Kitchen,296.71,361,2.7,16,SP013,Fall,85689
262,Electronics Product 262,Electronics,10.18,202,2.3,9,SP011,Winter,1645
263,Garden Product 263,Garden,350.72,85,2.4,96,SP040,Fall,23848
264,Kitchen Product 264,Kitchen,427.3,287,4.9,66,SP012,Fall,98108
265,Home Appliances Product 265,Home Appliances,655.74,239,2.6,33,SP025,Fall,125377
266,Electronics Product 266,Electronics,366.86,426,2.8,40,SP020,Spring,125025
267,Furniture Product 267,Furniture,706.28,73,3.2,35,SP039,Winter,41246
268,Clothing Product 268,Clothing,458.21,126,1.9,77,SP007,Summer,46187
269,Kitchen Product 269,Kitchen,214.31,192,3.1,70,SP027,Spring,32918
270,Beauty Product 270,Beauty,982.5,188,4.2,23,SP003,Spring,147768
271,Home Decor Product 271,Home Decor,663.69,22,3.6,6,SP001,Spring,11680
272,Toys Product 272,Toys,93.34,190,1.1,84,SP005,Spring,14187
273,Books Product 273,Books,373.5,266,4.8,72,SP029,Winter,79480
274,Sports Product 274,Sports,439.75,154,1.6,66,SP016,Fall,54177
275,Electronics Product 275,Electronics,604,264,1.7,24,SP025,Spring,127564
276,Kitchen Product 276,Kitchen,506.53,406,1.7,68,SP016,Fall,164520
277,Furniture Product 277,Furniture,454.24,395,1.8,75,SP044,Summer,143539
278,Kitchen Product 278,Kitchen,530.97,167,1.7,81,SP034,Winter,70937
279,Kitchen Product 279,Kitchen,451.39,395,3.3,5,SP026,Fall,142639
280,Home Appliances Product 280,Home Appliances,635.03,129,4.4,52,SP006,Spring,65535
281,Beauty Product 281,Beauty,910.33,453,3.8,79,SP037,Summer,329903
282,Sports Product 282,Sports,643.56,144,1.1,37,SP001,Fall,74138
283,Home Decor Product 283,Home Decor,263.37,247,1.7,15,SP046,Winter,52041
284,Furniture Product 284,Furniture,360.11,7,1.4,51,SP032,Winter,2016
285,Toys Product 285,Toys,515.2,317,2.5,95,SP016,Winter,130654
286,Home Appliances Product 286,Home Appliances,905.83,43,4.5,43,SP002,Fall,31160
287,Home Decor Product 287,Home Decor,90.85,329,2.3,27,SP002,Winter,23911
288,Books Product 288,Books,812.55,103,4.5,18,SP008,Summer,66954
289,Garden Product 289,Garden,243.24,109,2.7,16,SP041,Spring,21210
290,Furniture Product 290,Furniture,693.59,25,3.3,7,SP037,Spring,13871
291,Toys Product 291,Toys,413.46,235,3.9,5,SP033,Winter,77730
292,Furniture Product 292,Furniture,747.85,153,3.7,46,SP046,Winter,91536
293,Home Decor Product 293,Home Decor,387.72,416,3.3,55,SP005,Spring,129033
294,Sports Product 294,Sports,495.87,76,1.6,52,SP002,Winter,30148
295,Furniture Product 295,Furniture,303.1,282,3,97,SP007,Winter,68379
296,Home Decor Product 296,Home Decor,953.33,302,4.7,21,SP019,Winter,230324
297,Kitchen Product 297,Kitchen,120.27,105,3.7,81,SP048,Spring,10102
298,Clothing Product 298,Clothing,266.75,322,1.3,16,SP005,Summer,68714
299,Beauty Product 299,Beauty,717.65,109,2.2,57,SP014,Fall,62579
300,Furniture Product 300,Furniture,256.13,445,3.5,23,SP039,Winter,91182
301,Sports Product 301,Sports,797.3,171,1.6,77,SP037,Fall,109070
302,Beauty Product 302,Beauty,674.02,67,3.9,61,SP006,Fall,36127
303,Kitchen Product 303,Kitchen,552.1,141,2.6,95,SP047,Spring,62276
304,Home Appliances Product 304,Home Appliances,617.29,137,3,1,SP011,Spring,67654
305,Books Product 305,Books,766.1,214,2.5,6,SP002,Summer,131156
306,Home Appliances Product 306,Home Appliances,383.96,439,3,62,SP044,Summer,134846
307,Toys Product 307,Toys,327.48,207,4.6,39,SP022,Spring,54230
308,Garden Product 308,Garden,960.41,102,4.8,10,SP001,Spring,78369
309,Home Decor Product 309,Home Decor,883.19,411,1.2,47,SP050,Spring,290392
310,Beauty Product 310,Beauty,51.03,451,1.9,74,SP032,Fall,18411
311,Garden Product 311,Garden,660.84,402,1.5,77,SP023,Spring,212526
312,Beauty Product 312,Beauty,825.14,446,4.6,47,SP033,Spring,294409
313,Electronics Product 313,Electronics,349.73,70,2.2,69,SP012,Spring,19584
314,Kitchen Product 314,Kitchen,927.98,222,4.9,97,SP022,Fall,164809
315,Clothing Product 315,Clothing,709.01,177,3.8,4,SP030,Spring,100395
316,Clothing Product 316,Clothing,58.66,200,3.4,51,SP028,Fall,9385
317,Garden Product 317,Garden,110.8,16,3.5,66,SP021,Fall,1418
318,Toys Product 318,Toys,20.5,413,3,23,SP022,Winter,6773
319,Furniture Product 319,Furniture,952.66,62,2.1,10,SP015,Winter,47251
320,Beauty Product 320,Beauty,668.58,353,3.5,88,SP045,Winter,188806
321,Clothing Product 321,Clothing,670.91,200,1.8,16,SP050,Summer,107345
322,Beauty Product 322,Beauty,303.78,426,1.8,40,SP008,Spring,103528
323,Garden Product 323,Garden,849.57,270,2.1,45,SP031,Winter,183507
324,Kitchen Product 324,Kitchen,60.23,269,1.1,20,SP006,Summer,12961
325,Books Product 325,Books,721.77,106,3.8,83,SP027,Spring,61206
326,Toys Product 326,Toys,461.53,268,2.3,47,SP004,Winter,98952
327,Toys Product 327,Toys,637.7,264,1.5,55,SP045,Fall,134682
328,Automotive Product 328,Automotive,836.67,337,4.3,96,SP014,Spring,225566
329,Kitchen Product 329,Kitchen,32.28,260,1.2,30,SP024,Fall,6714
330,Clothing Product 330,Clothing,412.69,175,4.7,22,SP043,Summer,57776
331,Garden Product 331,Garden,583.64,114,1.4,13,SP022,Summer,53227
332,Kitchen Product 332,Kitchen,541.88,138,2.9,23,SP002,Spring,59823
333,Books Product 333,Books,519.3,166,3.2,93,SP041,Winter,68963
334,Kitchen Product 334,Kitchen,1007.23,372,2.6,13,SP006,Spring,299751
335,Garden Product 335,Garden,718.97,275,1.8,51,SP045,Summer,158173
336,Home Decor Product 336,Home Decor,343.4,153,1,24,SP040,Spring,42032
337,Sports Product 337,Sports,202.8,419,1.9,85,SP045,Summer,67978
338,Home Appliances Product 338,Home Appliances,621.12,353,1.6,42,SP008,Winter,175404
339,Home Decor Product 339,Home Decor,736.73,499,4.3,10,SP029,Fall,294102
340,Books Product 340,Books,257.38,14,3.3,68,SP022,Fall,2882
341,Toys Product 341,Toys,340.19,96,4.2,32,SP018,Spring,26126
342,Clothing Product 342,Clothing,872.22,163,4.3,43,SP038,Fall,113737
343,Automotive Product 343,Automotive,354.27,348,1.9,42,SP043,Summer,98628
344,Home Decor Product 344,Home Decor,594.92,449,2.1,27,SP010,Summer,213695
345,Electronics Product 345,Electronics,181.24,455,1.8,85,SP018,Summer,65971
346,Toys Product 346,Toys,988.72,13,4.1,3,SP031,Winter,10282
347,Electronics Product 347,Electronics,654.15,270,3.8,63,SP032,Summer,141296
348,Kitchen Product 348,Kitchen,676.44,428,2.8,0,SP046,Fall,231613
349,Automotive Product 349,Automotive,478.32,408,1.1,60,SP031,Spring,156123
350,Toys Product 350,Toys,429.64,330,3.8,93,SP022,Winter,113424
351,Automotive Product 351,Automotive,834.77,197,4.6,9,SP029,Winter,131559
352,Electronics Product 352,Electronics,778.07,170,3.2,17,SP019,Summer,105817
353,Beauty Product 353,Beauty,369.62,35,2.8,17,SP019,Fall,10349
354,Kitchen Product 354,Kitchen,978.41,342,4.7,38,SP031,Spring,267692
355,Toys Product 355,Toys,500.02,85,2,43,SP024,Fall,34001
356,Furniture Product 356,Furniture,350.6,71,1.7,6,SP025,Winter,19914
357,Home Appliances Product 357,Home Appliances,717.75,426,4,74,SP030,Winter,244609
358,Garden Product 358,Garden,387.1,259,4.7,80,SP034,Spring,80207
359,Home Appliances Product 359,Home Appliances,838.46,284,2.4,47,SP013,Spring,190498
